,srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,position,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff,click_bool,gross_bookings_usd,booking_bool
4844588,325068,2013-06-06 12:38:34,14,100,,,109,26736,4,4.5,0,4.53,0.0636,0.0,14,223.11,0,12420,4,53,2,0,1,0,,4870.61,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1961439,131711,2013-06-05 09:14:12,24,216,,,103,11762,5,4.0,1,4.25,0.5411,0.0,19,136.82,0,13319,3,211,2,0,1,1,,,0,,,,0.0,0.0,,-1.0,0.0,10.0,,,,0.0,0.0,,,,,,,,,,,0,,0
2841033,190850,2013-02-10 13:15:13,5,219,,,219,71062,2,3.5,1,0.0,,4.39,3,59.0,0,12208,2,6,2,0,1,1,,115.62,1,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,1,,0
3964579,266111,2013-03-25 18:37:00,5,219,,,219,39503,2,2.5,1,2.3,,4.18,20,45.0,0,20515,2,4,2,0,1,1,,85.55,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4832727,324296,2012-11-04 14:04:05,18,129,,,129,2944,5,5.0,0,3.66,0.0521,5.13,1,329.95,0,12494,1,41,2,0,1,1,,215.93,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
4144054,278039,2013-04-25 14:22:24,14,100,,,219,46223,2,3.5,1,2.64,0.049,4.53,9,94.14,0,18495,3,31,2,0,1,0,,941.2,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
396742,26567,2013-01-30 15:22:45,24,216,3.59,174.67,31,57725,4,5.0,0,2.89,0.0042,5.0,12,194.27,0,6785,3,32,1,1,2,0,,,0,,,,,,,,,,,,,-1.0,0.0,14.0,,,,-1.0,0.0,10.0,,,,0,,0
2762632,185474,2013-05-01 08:32:50,14,100,,,219,21198,4,4.5,1,3.69,0.0669,5.35,20,355.05,0,9358,3,5,1,0,1,0,,2951.7,0,,,,,,,0.0,0.0,6.0,,,,0.0,0.0,,,,,,,,0.0,0.0,26.0,0,,0
445208,29837,2013-03-31 00:21:48,32,220,,,31,3454,3,4.5,0,6.45,0.1203,5.21,9,219.84,1,23840,3,66,1,0,1,0,,10051.5,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
172907,11573,2013-06-28 09:29:37,5,132,4.25,171.53,26,106522,5,4.5,1,4.36,0.3926,0.0,1,245.0,0,5674,7,23,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,1,1983.86,1
4029914,270386,2013-06-26 19:46:28,32,220,,,55,128978,5,4.5,0,5.39,,0.0,29,371.09,1,362,2,23,2,1,1,1,,,0,,,,,,,,,,,,,1.0,0.0,17.0,,,,,,,,,,0,,0
3491467,234428,2013-06-05 03:44:05,5,219,,,31,65861,3,4.0,0,1.95,0.0002,0.0,15,95.0,0,23495,3,388,6,0,3,1,,4615.2,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2353444,158024,2013-06-16 23:38:33,24,216,,,100,60928,2,4.0,1,1.39,0.0243,0.0,10,83.56,0,21087,2,59,2,2,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4191407,281235,2013-04-22 08:17:32,5,219,,,219,56579,2,4.0,1,1.79,,4.57,29,70.0,0,1040,1,2,2,0,1,0,,85.36,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
387771,26005,2013-04-06 10:43:24,5,214,,,220,21536,5,4.5,1,4.62,0.13699999999999998,5.41,14,362.0,0,17856,6,2,2,1,1,0,,,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,,,,0,,0
494635,33065,2013-02-26 13:57:42,9,59,,,59,32009,3,3.5,0,3.99,,4.49,19,63.77,0,18439,1,19,4,0,2,0,,218.86,1,,,,,,,,,,,,,1.0,0.0,2.0,,,,,,,,,,0,,0
4604242,308897,2013-02-24 13:53:27,24,216,,,219,24685,5,4.5,1,5.77,0.3737,6.01,24,389.0,0,5872,6,111,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1452147,97349,2013-02-01 15:47:50,5,219,,,219,32798,3,4.0,0,5.16,0.6337,5.22,30,119.0,0,17012,1,1,1,0,1,1,,2347.61,0,,,,1.0,0.0,8.0,,,,,,,0.0,0.0,7.0,,,,,,,0.0,0.0,19.0,0,,0
4739027,317956,2013-01-13 11:54:10,5,219,,,219,90813,2,3.0,1,1.95,0.019,4.5,21,44.0,0,7717,2,6,1,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,0.0,18.0,,,,,,,0.0,0.0,,0,,0
2454296,164804,2013-06-10 14:45:07,11,103,,,219,68689,3,3.5,1,4.72,0.5796,0.0,36,151.75,1,7322,12,67,2,0,1,0,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
840455,56157,2013-02-11 10:11:20,32,220,,,219,53494,4,4.0,1,5.8,0.1837,6.1,7,289.23,1,5143,4,129,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2016480,135330,2013-05-26 18:27:04,5,219,,,219,66605,2,3.0,1,1.39,,4.28,27,69.0,0,15534,3,53,2,2,1,1,,179.97,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
2522845,169390,2013-01-29 17:33:58,5,219,,,219,34635,4,4.0,1,2.3,,5.69,21,196.0,0,14395,3,5,2,0,1,0,-11.8145,5.86,0,,,,-1.0,0.0,10.0,-1.0,1.0,10.0,,,,0.0,0.0,,,,,,,,-1.0,0.0,10.0,0,,0
4071118,273122,2013-04-10 14:22:51,24,216,,,219,120851,4,4.0,1,5.89,0.0937,5.74,20,308.45,1,4562,3,14,2,0,1,0,,,1,,,,0.0,0.0,,-1.0,0.0,2.0,0.0,0.0,,0.0,0.0,2.0,,,,,,,0.0,0.0,2.0,0,,0
4894976,328567,2013-04-18 22:28:26,18,129,,,219,99380,3,4.5,1,2.71,0.0168,4.97,19,152.7,0,11381,2,112,2,2,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2960322,198831,2013-03-27 12:24:54,5,23,,,9,35840,3,3.0,0,4.77,0.3187,4.67,28,76.0,1,27472,1,35,2,0,1,0,,,0,,,,,,,,,,,,,-1.0,0.0,11.0,,,,,,,,,,0,,0
2376544,159573,2013-06-08 11:10:33,5,219,,,219,51517,2,3.5,1,1.39,0.4386,0.0,2,76.0,0,4635,3,9,2,0,1,0,,2337.02,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
3743550,251420,2013-05-02 22:05:48,18,129,,,129,123196,4,4.0,0,1.61,0.0014,5.25,10,138.49,1,16076,3,7,2,0,1,1,,,1,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,43.0,,,,0,,0
1739339,116793,2013-04-01 10:33:14,5,219,,,219,133689,4,4.5,1,5.19,0.6166,5.68,9,289.0,0,17012,1,11,2,0,1,1,,42.3,0,,,,0.0,0.0,6.0,,,,,,,-1.0,0.0,21.0,,,,,,,-1.0,0.0,42.0,0,,0
4015851,269431,2012-11-18 19:15:17,5,219,,,48,139647,3,3.0,0,2.56,0.004,4.86,13,48.0,0,8469,7,187,2,0,1,0,,7205.91,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4414554,296235,2013-03-13 23:47:01,5,219,,,219,90071,3,4.5,1,0.69,0.0551,4.94,4,104.0,0,19618,2,2,2,0,1,1,,403.31,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4794669,321717,2013-03-01 13:04:23,5,219,,,219,67807,3,4.5,1,0.0,,4.81,18,79.0,0,23837,2,13,2,0,1,1,,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
1419201,95149,2013-05-27 12:51:36,15,55,,,219,72726,4,4.5,1,0.0,0.0111,5.52,1,169.11,0,1020,1,52,2,0,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
729892,48811,2013-04-01 07:17:09,5,219,,,219,66451,3,4.0,1,3.64,,5.15,2,150.0,0,19855,2,123,1,0,1,1,,181.19,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
2994390,201039,2013-03-02 19:12:33,5,219,,,32,2737,3,0.0,0,1.39,,4.43,6,170.0,0,26371,1,61,2,0,1,1,,5957.95,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3126813,209943,2013-03-13 13:58:44,24,219,,,219,79235,2,3.0,1,3.43,0.2281,4.92,20,48.98,0,6364,1,0,1,0,1,0,,99.38,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3479157,233601,2012-12-30 19:36:35,5,219,,,219,41459,3,4.5,1,2.48,0.0179,5.04,24,127.0,0,19194,2,47,2,0,1,1,,338.72,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3636509,244316,2013-06-07 12:04:16,5,219,,,219,107541,3,4.0,1,0.0,,0.0,18,99.0,0,8091,2,2,2,0,1,0,-15.7473,268.91,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
1808820,121517,2013-04-23 13:39:13,5,219,,,219,98785,3,4.0,1,3.04,0.0263,4.5,10,69.0,0,13202,3,31,1,2,1,1,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2126192,142673,2013-03-20 08:38:21,5,219,,,219,109507,3,4.0,1,1.1,,4.8,10,99.0,0,8982,7,3,2,0,1,0,,6.25,1,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
584778,39055,2012-11-03 12:59:27,5,219,,,219,98380,4,4.5,0,3.85,0.1186,5.69,31,376.0,0,7434,3,33,2,0,1,1,,756.66,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
1804320,121226,2013-05-29 06:16:04,5,219,2.17,44.02,219,36677,0,0.0,0,1.1,0.158,3.84,3,48.0,0,11355,1,3,2,0,1,1,,167.15,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3908572,262358,2013-03-27 18:45:40,5,219,,,219,121172,3,4.0,1,0.0,0.0121,4.8,13,115.0,0,8173,1,11,2,2,1,0,,301.3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4916752,330010,2013-04-26 05:21:22,5,219,,,219,58599,3,4.5,1,2.64,0.0226,4.92,9,99.0,0,44,1,0,5,0,2,1,,10.58,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3556746,238841,2013-06-20 05:40:01,15,55,,,55,23135,4,4.0,1,5.07,0.1636,0.0,14,448.2,0,27397,2,20,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,6.0,0.0,0.0,40.0,-1.0,1.0,6.0,,,,0,,0
3954348,265395,2013-05-08 07:36:27,5,219,,,219,10775,3,5.0,1,2.3,0.1822,4.63,15,159.0,0,10429,1,0,2,0,1,0,,78.66,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4027739,270234,2013-03-11 17:08:55,14,100,,,219,67746,3,4.0,1,0.69,0.002,4.98,36,143.29,0,1638,1,5,4,0,2,1,,355.8,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,14.0,,,,,,,0.0,0.0,,0,,0
1573095,105627,2013-03-05 05:55:39,5,219,,,219,69207,3,3.5,1,1.1,0.0184,4.24,7,79.0,0,4844,1,0,2,0,1,0,,351.63,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
4548724,305169,2013-02-27 08:28:26,5,219,,,219,73810,2,3.5,1,0.0,0.0056,4.73,25,100.0,0,9179,3,85,2,0,1,1,,1408.13,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,0,,0
1350332,90454,2013-04-22 10:06:13,14,100,,,59,57977,4,4.0,1,2.89,0.1414,4.83,12,142.36,0,5931,7,4,1,0,1,0,,2007.93,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3966675,266262,2013-01-07 20:54:11,15,55,,,219,21133,2,3.5,1,0.69,0.0511,4.25,18,54.79,0,10876,1,141,4,0,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4918639,330140,2013-01-02 11:10:13,5,219,,,219,2543,3,3.0,1,3.22,0.0655,4.83,14,48.0,0,1986,2,19,1,1,1,0,,1233.39,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
4189638,281118,2013-01-31 19:29:25,5,219,,,219,68235,2,4.0,1,1.79,0.1901,4.25,8,80.0,0,6620,1,1,2,0,1,1,,,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
1732743,116352,2013-06-28 16:32:28,5,219,,,219,129811,2,4.0,1,2.08,0.0584,0.0,34,75.0,0,26086,1,0,2,0,1,1,,28.98,0,,,,-1.0,0.0,8.0,0.0,0.0,,,,,,,,,,,,,,,1.0,,0,,0
2791978,187417,2012-12-11 16:45:08,9,59,,,219,2052,2,3.5,1,0.0,0.0016,4.1,22,49.32,0,21808,2,3,2,0,1,1,-18.9579,,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
4939582,331533,2013-02-05 22:56:36,16,31,,,223,79613,4,4.5,1,5.39,0.0362,5.15,21,67.92,0,9847,4,13,2,1,1,0,-8.9782,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
2666386,178931,2013-04-26 14:10:01,16,31,,,219,88389,4,4.0,0,3.09,0.2387,5.53,4,113.36,1,19357,5,22,1,0,1,0,-21.6156,6079.5,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,1,618.76,1
4148488,278333,2013-04-30 11:02:00,5,219,,,219,49995,3,4.5,1,3.66,0.11599999999999999,5.2,12,99.0,0,11945,4,55,1,0,1,0,,1524.77,0,,,,0.0,0.0,,0.0,0.0,,,,,1.0,1.0,25.0,,,,,,,0.0,0.0,,0,,0
1955429,131304,2013-06-07 17:40:26,5,203,3.5,426.36,219,48593,3,3.5,1,2.71,0.0347,0.0,21,109.0,0,24674,1,22,2,2,1,1,,,0,,,,1.0,0.0,5.0,,,,,,,1.0,0.0,5.0,,,,,,,1.0,0.0,5.0,0,,0
798901,53440,2013-06-27 07:59:40,32,215,,,215,135221,3,4.0,0,6.25,0.132,0.0,15,170.67,1,2303,1,8,2,2,1,1,,,0,1.0,0.0,9.0,,,,,,,,,,,,,,,,,,,,,,0,,0
480461,32148,2013-01-02 17:59:16,5,219,,,100,113499,2,3.5,0,3.64,0.3025,4.64,32,117.0,0,20216,5,158,2,0,1,0,,1825.73,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4294073,288158,2013-03-26 15:35:08,12,99,,,99,138068,3,5.0,0,2.2,,4.87,18,113.18,0,16126,9,84,2,0,1,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3277031,220042,2013-06-17 09:28:41,14,100,,,100,61874,2,4.5,1,2.56,0.0881,0.0,6,176.71,0,12079,1,1,1,0,1,0,-9.0324,425.8,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,,0,,0
535893,35794,2013-05-07 13:36:39,5,219,,,219,23720,2,3.5,1,1.1,0.1018,4.76,3,118.0,0,20038,3,17,1,1,1,1,,561.7,0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,1,435.11,1
3772904,253419,2013-05-10 11:35:34,5,178,,,100,136707,4,4.5,0,2.08,,5.21,1,163.0,1,10840,5,39,2,1,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3319319,222871,2013-03-25 10:22:34,5,219,,,31,93948,4,4.5,0,3.22,0.0048,5.07,25,189.0,0,23840,1,96,3,0,1,1,,3874.54,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1051235,70191,2012-11-15 16:57:06,29,132,,,106,43671,4,4.0,0,2.83,0.0031,5.01,18,182.79,0,18366,2,1,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,1.0,0.0,41.0,,1.0,,,,,0,,0
856507,57190,2013-04-20 11:36:08,32,220,4.25,296.95,202,81968,4,3.0,0,2.3,,4.82,26,95.57,0,9271,2,1,1,1,1,0,,1873.12,0,,,,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,0,,0
3604940,242158,2013-04-09 17:24:00,5,219,,,219,107857,4,4.0,1,4.13,0.1258,6.1,16,286.0,0,25479,3,39,3,0,1,1,,1173.03,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1739357,116795,2013-06-20 15:26:46,5,219,,,219,107332,3,0.0,1,2.89,0.0146,0.0,21,127.0,0,15913,1,11,1,0,1,0,,931.41,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
32332,2178,2013-01-26 09:00:44,5,219,,,219,1367,2,1.5,1,1.39,,4.71,30,90.0,0,25723,1,0,3,1,1,1,,79.42,1,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2739556,183891,2013-01-05 18:03:26,5,219,,,219,88771,2,4.0,1,2.56,0.08800000000000001,4.28,30,59.0,0,8628,2,14,4,0,1,1,,153.68,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,0.0,0.0,,0,,0
2266816,152203,2012-11-06 09:28:06,5,219,,,219,140472,2,4.0,1,1.79,,4.9,19,70.0,0,4136,1,14,2,0,1,0,,1352.44,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
218871,14716,2013-05-07 16:49:34,14,100,,,219,94954,2,4.0,1,2.4,0.182,4.69,14,84.64,0,22589,1,9,1,0,1,1,,345.87,0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0,,0
2922706,196333,2013-06-13 20:24:43,15,55,,,55,91981,5,4.5,0,5.75,0.0217,0.0,26,374.16,1,10979,1,58,2,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
2836971,190571,2013-04-18 04:19:42,5,219,,,219,11981,2,3.0,1,2.48,,4.54,15,40.0,0,11948,1,0,1,0,1,1,,14.17,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4016655,269487,2012-12-18 16:07:26,5,219,,,219,7341,4,4.0,0,0.69,0.028999999999999998,5.36,8,132.0,1,25567,3,26,1,0,1,0,,81.1,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4054621,272021,2013-06-07 12:11:50,22,92,,,92,73906,3,0.0,0,2.3,,0.0,25,59.2,0,26911,4,44,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1903107,127812,2013-04-16 08:36:03,5,219,,,219,101884,4,4.5,1,3.4,0.044000000000000004,5.25,2,162.0,1,24131,1,3,2,0,1,1,,251.09,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4440531,297962,2013-03-12 10:03:42,5,219,,,219,46923,2,1.0,1,1.61,0.0032,4.5,26,60.0,0,17747,2,3,1,0,1,1,,69.08,0,,,,-1.0,0.0,13.0,-1.0,0.0,13.0,,,,-1.0,0.0,16.0,,,,,,,-1.0,0.0,16.0,0,,0
576637,38532,2013-02-24 19:17:07,5,219,,,219,27192,3,4.5,1,2.3,,5.08,9,153.0,1,18237,1,41,2,2,1,1,,214.45,0,,,,1.0,0.0,4.0,,,,,,,1.0,0.0,4.0,,,,,,,1.0,0.0,4.0,0,,0
1641296,110233,2013-01-15 12:23:25,14,100,,,100,1286,2,3.5,1,0.0,0.0486,4.57,12,73.15,0,13847,2,51,1,0,1,1,,117.21,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1230587,82328,2013-03-23 09:43:17,31,219,,,219,121520,2,2.5,1,3.26,0.0543,4.57,20,53.0,1,23904,3,1,2,0,1,0,,1882.62,0,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,1.0,,0,,0
3618615,243096,2013-06-04 10:58:36,5,219,,,219,5703,3,4.0,1,1.61,0.005,0.0,18,109.0,0,7512,1,3,3,1,2,1,,187.85,0,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3598657,241738,2013-01-21 18:27:22,5,219,,,31,11825,0,0.0,0,6.77,0.6976,5.2,1,101.0,0,25707,5,75,2,0,1,0,,6233.6,1,-1.0,0.0,6.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3253662,218499,2012-11-02 18:01:26,15,219,,,55,14726,4,4.0,1,5.28,0.377,5.47,10,205.1,1,25801,4,22,1,0,1,1,,,0,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,0,,0
3927283,263576,2013-06-24 17:17:48,15,55,,,100,107766,3,4.0,0,4.64,0.8889,0.0,14,100.32,1,9536,2,71,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3106873,208620,2012-11-28 17:21:58,24,216,,,216,90961,4,0.0,0,1.1,0.0245,5.81,9,527.41,0,22044,2,4,2,0,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
1358104,90943,2013-05-16 23:32:10,5,219,,,219,24984,4,4.5,1,3.43,0.0752,5.13,2,144.0,0,13870,2,39,2,2,1,0,,358.46,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
4048751,271636,2013-02-24 14:05:09,5,219,,,219,40394,4,4.0,1,1.61,,5.25,30,205.0,0,25744,1,4,3,0,1,1,,211.01,1,,,,,,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3756144,252313,2013-05-17 10:55:54,5,219,,,219,138763,2,4.0,1,3.37,,4.78,27,120.0,0,19423,2,18,1,0,1,0,,880.7,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2959325,198760,2012-12-24 18:56:02,15,55,3.17,74.26,219,32887,4,4.0,0,5.08,0.27699999999999997,5.91,4,298.24,1,15748,3,353,2,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,0
4528630,303799,2013-06-07 06:24:45,5,81,,,219,121101,5,4.5,0,4.01,,0.0,9,522.0,0,16450,7,16,1,1,1,0,,,1,,,,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
3598327,241722,2013-02-03 16:49:12,16,31,,,219,82143,3,4.0,1,0.69,0.013999999999999999,4.88,29,70.92,0,26765,1,150,2,2,1,0,,4979.35,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3498170,234853,2013-06-16 03:16:19,15,55,,,31,133003,4,4.5,1,4.06,0.0359,0.0,16,216.74,0,23495,2,7,2,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,,,,,0,,0
2200268,147771,2012-12-26 13:18:13,5,219,,,17,60283,4,4.0,1,2.71,0.3999,6.13,7,359.0,1,10484,3,22,2,0,1,1,,1137.53,1,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,1,,0
4060149,272397,2012-11-05 21:54:30,22,92,,,219,113069,4,4.5,1,4.36,0.0142,5.98,17,203.09,1,4562,2,47,2,0,1,1,,,0,,,,1.0,0.0,71.0,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
2561082,171954,2012-11-21 05:21:42,5,219,,,80,8983,4,4.5,0,3.58,0.0344,5.88,3,190.0,1,2173,2,10,2,0,1,1,,1679.16,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
381727,25572,2013-05-02 09:44:14,5,219,,,219,105232,2,1.5,0,2.4,,4.55,7,50.0,0,24720,1,22,2,0,1,1,,120.76,0,,,,,1.0,,1.0,0.0,80.0,,,,1.0,0.0,12.0,,,,,,,1.0,0.0,12.0,0,,0
2731010,183320,2013-04-17 16:20:57,5,219,,,219,63340,3,4.0,1,1.1,0.005,4.75,26,109.0,0,25565,1,0,1,0,1,0,,270.31,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2495516,167601,2012-11-10 18:59:13,5,219,,,219,24978,0,0.0,0,2.83,,0.0,18,134.0,0,13490,3,4,2,0,1,0,,301.64,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3002078,201558,2013-02-07 13:04:17,22,92,,,98,81404,3,0.0,0,2.64,,3.42,1,25.46,1,16359,2,3,6,2,3,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3708715,249042,2013-04-03 05:34:39,5,219,3.17,208.14,219,136738,4,4.5,1,2.89,0.0049,5.91,30,254.0,0,15752,4,52,4,0,2,1,,2512.08,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3731623,250613,2013-02-03 11:28:01,15,55,,,55,68317,3,4.0,0,2.83,0.0013,4.54,21,58.07,0,11497,5,15,1,0,1,0,,,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,0,,0
3837679,257628,2013-01-31 16:55:06,15,55,,,216,95626,3,4.0,0,3.64,0.0135,5.22,6,158.58,0,28172,2,61,2,1,1,0,,,0,,,,,,,,,,-1.0,0.0,16.0,1.0,0.0,29.0,,,,,,,,,,0,,0
3699876,248436,2013-03-18 00:42:33,34,205,,,219,23268,4,3.5,0,5.79,0.619,5.6,1,222.37,0,24700,3,94,2,0,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3318697,222834,2012-11-15 17:13:53,32,220,,,220,41214,5,4.0,0,4.55,,5.52,18,195.27,0,4249,2,1,1,0,1,1,,,0,,,,,,,,-1.0,,,,,,,,,,,,,,,,,0,,0
805167,53836,2013-06-06 20:49:50,5,212,,,219,117294,5,5.0,1,3.37,0.0615,0.0,31,254.0,0,8192,2,128,2,1,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
4383576,294133,2013-01-17 16:29:30,12,99,,,99,128789,4,4.5,1,2.4,0.0477,4.96,29,132.44,0,23394,1,2,2,0,1,1,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
3656636,245583,2012-11-25 11:37:55,5,100,,,219,48616,3,4.5,1,1.39,0.0215,5.13,21,127.0,0,20535,1,59,2,2,1,0,,60.3,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
2101951,141078,2013-01-25 11:54:04,14,100,4.5,251.94,100,2733,5,5.0,0,4.51,0.2182,5.73,19,197.85,0,12454,3,13,2,0,1,1,,,0,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,0,,0
4409101,295886,2012-11-21 09:25:59,32,220,,,59,62585,4,4.0,0,3.89,0.1919,5.36,24,143.09,0,13083,5,228,2,1,1,0,,7578.64,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,0
